UM_ID_UM,REGION_OFC,SUBREG,PROVINCIA,MEDIA_ALTURA_UM_EST,SUMA_DAP_X_UM,AREA_BASAL_UM_HA,VOL_M3_HA,CANTIDAD_IND_VIVOS_UM,CANTIDAD_IND_VIVOS_HA,PORCENTAJE_COB_3,PORCENTAJE_COB_7,PORCENTAJE_COB_TOTAL,PORCENTAJE_COB_ARBUSTIVA,PORCENTAJE_COB_INFERIOR,MEDIA_ALT_TOCONES,MEDIA_DAB_TOCONES,CANTIDAD_TOCONES_X_UM,CANTIDAD_TOCONES_X_HA,REGENERACION_UM,REGENERACION_HA,LONGITUD_GRILLA,LATITUD_GRILLA,LONGITUD_INSTALACION,LATITUD_INSTALACION,ALTITUD,PENDIENTE_CATEGORIA,EXPOSICION,OTBN_CATEGORIA,FECHA_UM_ANIO,FECHA_UM_MES,TIPO_PAISAJE,SALINIDAD_PRESENCIA,INCENDIOS_RASTROS,PASTOREO_PRESENCIA,GANADO_BOVINO,GANADO_OVINO,GANADO_CAPRINO,GANADO_EQUINO,GANADO_OTRO,GANADO_OTRO_TIPO,EROSION_PRESENCIA,EROSION_FISICA_PRESENCIA,EROSION_EOLICA_PRESENCIA,EROSION_HIDRICA_PRESENCIA,PFNM_PRESENCIA_RESUMEN,PFNM_REGISTRO_1,PFNM_REGISTRO_2,PFNM_REGISTRO_3,PFNM_REGISTRO_4,PFNM_REGISTRO_5,FORMAS_HELECHOS,FORMAS_CACTACEAS,FORMAS_EPIFITAS,FORMAS_BRIOFITAS,FORMAS_LIANAS,FORMAS_ORQUIDEAS,FORMAS_GRAMINEAS,FORMAS_OTRAS,Ley_N1_06,Ley_N2_06,PRESENTA_IND_INVENTARIABLE
66081019,PCH,Chaco Semiárido,66,5.75454545454545,4.14796154849659,10.8567511566531,34.0395806358392,22,454.4,100,12.6760563380282,100,2.8169014084507,9.85915492957746,NA,NA,0,0,38,7600,-62.54555,-23.493,-62.5455555555556,-23.493,195,sin_pendiente,NA,II,2019,2,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66081020,PCH,Chaco Semiárido,66,6.05714285714286,6.76130291897627,10.9976673736697,45.6828114610859,49,958.8,35.2112676056338,35.2112676056338,70.4225352112676,97.1830985915493,49.2957746478873,NA,NA,0,0,19,3800,-62.54524,-23.583289,-62.5452222222222,-23.5833055555556,202,sin_pendiente,NA,II,2018,12,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66081021,PCH,Chaco Semiárido,66,6.42857142857143,5.25506501976767,12.3299767627508,65.1234024287875,28,543.7,53.5211267605634,25.3521126760563,59.1549295774648,70.4225352112676,4.22535211267606,40.6666666666667,23.3333333333333,3,30,14,2800,-62.544928,-23.673578,-62.5449166666667,-23.6735833333333,201,sin_pendiente,NA,II,2018,12,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66081022,PCH,Chaco Semiárido,66,5.94705882352941,2.757,6.43572651657188,30.9141849512852,17,433.7,100,36.6197183098592,100,100,45.0704225352113,NA,NA,0,0,5,1000,-62.544615,-23.763865,-62.5446111111111,-23.7638611111111,204,sin_pendiente,NA,II,2019,5,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66081023,PCH,Chaco Semiárido,66,4.99387755102041,5.44080120915477,8.22651711008448,17.6621682658143,49,1105.3,47.887323943662,0,47.887323943662,80.2816901408451,46.4788732394366,NA,NA,0,0,13,2600,-62.5443,-23.854151,-62.5443055555556,-23.8541388888889,184,sin_pendiente,NA,II,2019,5,llano,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66081024,PCH,Chaco Semiárido,66,6.75909090909091,4.34394470953825,9.3545343052296,48.6117553599528,22,366.5,16.9014084507042,14.0845070422535,30.9859154929577,88.7323943661972,0,NA,NA,0,0,17,3400,-62.543983,-23.944436,-62.5439722222222,-23.9444444444444,194,sin_pendiente,NA,II,2018,12,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,OTF,NA,SI
66081025,PCH,Chaco Semiárido,66,6.78301886792453,9.39649746982458,16.3927769022768,46.4121693084896,53,764.4,88.7323943661972,35.2112676056338,94.3661971830986,8.45070422535211,56.3380281690141,NA,NA,0,0,11,2200,-62.543665,-24.03472,-62.5436666666667,-24.0347222222222,190,sin_pendiente,NA,I,2019,7,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
66081026,PCH,Chaco Semiárido,66,6.27222222222222,11.6967580231285,54.3983093255297,332.498778019678,54,1184.6,18.3098591549296,39.4366197183099,57.7464788732394,95.7746478873239,0,90,33,2,20,21,4200,-62.543345,-24.125003,-62.5433611111111,-24.125,192,sin_pendiente,NA,II,2018,9,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66081027,PCH,Chaco Semiárido,66,5.68387096774194,4.58844946407126,8.51145555823445,34.0334614938213,31,661.6,30.9859154929577,16.9014084507042,46.4788732394366,74.6478873239437,0,NA,NA,0,0,13,2600,-62.543024,-24.215285,-62.5430277777778,-24.2152777777778,201,sin_pendiente,NA,II,2018,9,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia hieronymi,Bromelia hieronymi,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66081028,PCH,Chaco Semiárido,66,5.89772727272727,3.67038351543612,7.22217460023417,31.2702509525831,22,366.5,74.6478873239437,0,74.6478873239437,50.7042253521127,0,NA,NA,0,0,30,6000,-62.542701,-24.305566,-62.5426944444444,-24.3055555555556,193,sin_pendiente,NA,II,2018,9,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia hieronymi,Bromelia hieronymi,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66081029,PCH,Chaco Semiárido,66,6.50128205128205,5.53481930020967,14.325988990386,68.9558500657035,39,1005.3,57.7464788732394,23.943661971831,74.6478873239437,47.887323943662,2.8169014084507,NA,NA,0,0,16,3200,-62.542377,-24.395845,-62.5423888888889,-24.3958333333333,198,sin_pendiente,NA,II,2018,9,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TF,NA,SI
66081030,PCH,Chaco Semiárido,66,5.83541666666667,7.01986027920107,14.1708665699297,74.1697316840137,48,1153.9,80.2816901408451,28.169014084507,88.7323943661972,46.4788732394366,38.0281690140845,NA,NA,0,0,55,11000,-62.542051,-24.486124,-62.5420555555556,-24.4861111111111,179,sin_pendiente,NA,II,2019,7,depresion,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66081031,PCH,Chaco Semiárido,66,4.47352941176471,3.92107961607055,7.61009367017063,39.8262651221627,34,926,47.887323943662,0,47.887323943662,64.7887323943662,21.1267605633803,NA,NA,0,0,25,5000,-62.541723,-24.576401,-62.5417222222222,-24.5763888888889,200,sin_pendiente,NA,II,2018,10,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66082007,PCH,Chaco Semiárido,66,7.64,2.151,5.2307973998603,38.90855671274,10,158.6,18.3098591549296,47.887323943662,53.5211267605634,60.5633802816901,22.5352112676056,NA,NA,0,0,7,1400,-62.452037,-22.409147,-62.4520277777778,-22.4091666666667,242,sin_pendiente,NA,I,2019,5,llano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
66082008,PCH,Chaco Semiárido,66,5.07272727272727,3.2004619991916,7.16455504207375,36.2071584965701,22,513,4.22535211267606,0,4.22535211267606,61.9718309859155,0,NA,NA,0,0,19,3800,-62.451682,-22.499448,-62.4516666666667,-22.4994444444444,236,sin_pendiente,NA,II,2019,5,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66082009,PCH,Chaco Semiárido,66,8.78148148148148,4.9055262706701,8.84119578797835,43.1899711379415,27,416.5,52.112676056338,78.8732394366197,97.1830985915493,57.7464788732394,0,NA,NA,0,0,27,5400,-62.451325,-22.589747,-62.4513333333333,-22.58975,232,sin_pendiente,NA,II,2019,5,llano,presencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66082010,PCH,Chaco Semiárido,66,6.08888888888889,5.74536765838576,12.4383181982414,71.8411557360444,36,740.9,36.6197183098592,47.887323943662,73.2394366197183,73.2394366197183,45.0704225352113,NA,NA,0,0,45,9000,-62.450966,-22.680045,-62.4509722222222,-22.6800555555556,226,sin_pendiente,NA,II,2019,4,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66082011,PCH,Chaco Semiárido,66,5.66285714285714,4.38699550454736,6.96092132595796,24.465933392661,35,789.5,50.7042253521127,0,50.7042253521127,56.3380281690141,0,NA,NA,0,0,24,4800,-62.450606,-22.770343,-62.4506111111111,-22.7703333333333,216,sin_pendiente,NA,I,2019,4,llano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
66082012,PCH,Chaco Semiárido,66,4.67777777777778,2.01084208571729,4.13178590136725,24.7800821347229,18,531.6,25.3521126760563,0,25.3521126760563,76.056338028169,1.40845070422535,NA,NA,0,0,37,7400,-62.450243,-22.860639,-62.45025,-22.8606388888889,221,sin_pendiente,NA,I,2019,3,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66082013,PCH,Chaco Semiárido,66,7.72608695652174,4.16465153868493,6.85952815093931,23.4071108448522,23,259.3,0,64.7887323943662,64.7887323943662,78.8732394366197,0,NA,NA,0,0,14,2800,-62.449879,-22.950934,-62.4498888888889,-22.9509444444444,209,sin_pendiente,NA,II,2019,2,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66082014,PCH,Chaco Semiárido,66,8.29,7.86264529954307,15.688210739759,68.4627477536084,40,575.8,0,53.5211267605634,53.5211267605634,100,2.8169014084507,NA,NA,0,0,10,2000,-62.449513,-23.041228,-62.4495277777778,-23.0412222222222,204,sin_pendiente,NA,II,2019,2,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66082015,PCH,Chaco Semiárido,66,6.64137931034483,4.81812060495224,10.2139894678696,54.262503030741,29,583,0,46.4788732394366,46.4788732394366,100,5.63380281690141,NA,NA,0,0,17,3400,-62.449145,-23.131522,-62.4491388888889,-23.1315,203,sin_pendiente,NA,II,2019,2,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66082016,PCH,Chaco Semiárido,66,7.43636363636364,6.60953486088588,18.7017453223642,73.2658140707074,33,564.4,0,78.8732394366197,78.8732394366197,100,0,NA,NA,0,0,19,3800,-62.448776,-23.221814,-62.4487777777778,-23.2218055555556,209,sin_pendiente,NA,II,2019,2,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66082017,PCH,Chaco Semiárido,66,6.62083333333333,3.65377668611424,7.15815813111251,35.3307232561366,24,415.8,0,52.112676056338,52.112676056338,100,11.2676056338028,NA,NA,0,0,23,4600,-62.448404,-23.312105,-62.4484166666667,-23.3121111111111,198,sin_pendiente,NA,II,2019,2,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66082018,PCH,Chaco Semiárido,66,7.23448275862069,4.67262998598088,11.7064449982193,77.6485570764206,29,729.5,0,26.7605633802817,26.7605633802817,92.9577464788732,73.2394366197183,NA,NA,0,0,17,3400,-62.448031,-23.402395,-62.448,-23.4023611111111,212,sin_pendiente,NA,II,2019,2,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia hieronymi,Bromelia hieronymi,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
66082019,PCH,Chaco Semiárido,66,5.275,0.885786396795864,1.64186166589322,6.25701431202668,8,197.2,52.112676056338,0,52.112676056338,73.2394366197183,100,NA,NA,0,0,5,1000,-62.447656,-23.492684,-62.4476666666667,-23.4926944444444,202,sin_pendiente,NA,II,2019,2,llano,presencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTF,NA,SI
66082020,PCH,Chaco Semiárido,66,4.96153846153846,1.88386712502662,2.81864493986203,7.95872860678492,13,217.9,15.4929577464789,0,15.4929577464789,81.6901408450704,32.3943661971831,NA,NA,0,0,61,12200,-62.447278,-23.582972,-62.4472777777778,-23.5829722222222,201,sin_pendiente,NA,II,2018,12,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
66082021,PCH,Chaco Semiárido,66,5.50576923076923,6.71539460775641,13.5014440692507,70.4105437689534,52,1281.8,18.3098591549296,14.0845070422535,32.3943661971831,95.7746478873239,5.63380281690141,18,18.5,2,20,42,8400,-62.446899,-23.673259,-62.4468888888889,-23.67325,202,sin_pendiente,NA,II,2018,12,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66082022,PCH,Chaco Semiárido,66,5.20555555555556,4.38585248324656,9.12292673914405,55.4174937622815,36,1033.9,50.7042253521127,15.4929577464789,50.7042253521127,69.0140845070423,97.1830985915493,NA,NA,0,0,23,4600,-62.446518,-23.763544,-62.4465277777778,-23.7635555555556,189,sin_pendiente,NA,II,2019,6,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
66082023,PCH,Chaco Semiárido,66,5.36666666666667,5.79031549736152,21.5184431030996,142.571399786763,36,1004.6,50.7042253521127,40.8450704225352,50.7042253521127,94.3661971830986,90.1408450704225,NA,NA,0,0,15,3000,-62.446136,-23.853829,-62.4461388888889,-23.8538333333333,187,sin_pendiente,NA,II,2019,6,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
66082024,PCH,Chaco Semiárido,66,5.32105263157895,6.52648874188796,23.9556642291882,128.193499878743,38,848.8,36.6197183098592,33.8028169014084,49.2957746478873,94.3661971830986,69.0140845070423,NA,NA,0,0,48,9600,-62.445751,-23.944113,-62.44575,-23.9441111111111,194,sin_pendiente,NA,II,2019,6,llano,presencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
66082025,PCH,Chaco Semiárido,66,6.284375,6.11097184175015,16.9516884621184,82.3792946854615,30,505.1,73.2394366197183,60.5633802816901,100,35.2112676056338,92.9577464788732,NA,NA,0,0,5,1000,-62.445364,-24.034396,-62.4453611111111,-24.0343888888889,188,sin_pendiente,NA,I,2019,6,llano,ausencia,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,OTF,NA,SI
66082026,PCH,Chaco Semiárido,66,5.94634146341463,6.67971009791651,11.742063825947,21.5339963721188,41,673.7,29.5774647887324,28.169014084507,52.112676056338,32.3943661971831,25.3521126760563,NA,NA,0,0,7,1400,-62.444976,-24.124677,-62.4449722222222,-24.1246944444444,195,sin_pendiente,NA,II,2018,9,llano,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66082027,PCH,Chaco Semiárido,66,5.94245283018868,6.71746760630429,12.6968460623508,62.4029772737372,53,1262.5,0,25.3521126760563,25.3521126760563,100,23.943661971831,NA,NA,0,0,31,6200,-62.444585,-24.214958,-62.4445833333333,-24.2149722222222,188,sin_pendiente,NA,II,2018,9,llano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,porcino,FALSE,FALSE,FALSE,FALSE,Bromelia hieronymi,Bromelia hieronymi,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66082028,PCH,Chaco Semiárido,66,4.46333333333333,1.99199045549992,4.31017762736979,13.01979017143,15,384.4,29.5774647887324,26.7605633802817,56.3380281690141,14.0845070422535,57.7464788732394,NA,NA,0,0,11,2200,-62.444193,-24.305237,-62.4441944444444,-24.30525,191,sin_pendiente,NA,II,2018,9,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
66082029,PCH,Chaco Semiárido,66,6.48809523809524,6.25220673191495,14.2932104765764,63.2593530704181,42,947.4,73.2394366197183,21.1267605633803,74.6478873239437,46.4788732394366,0,NA,NA,0,0,20,4000,-62.443799,-24.395515,-62.4438055555555,-24.3955,216,sin_pendiente,NA,II,2018,9,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TF,NA,SI
66082030,PCH,Chaco Semiárido,66,6.61276595744681,7.05650585464891,13.1335488825697,53.4491657166408,47,997.4,61.9718309859155,11.2676056338028,69.0140845070423,32.3943661971831,0,NA,NA,0,0,51,10200,-62.443402,-24.485793,-62.4433888888889,-24.4858055555556,179,sin_pendiente,NA,II,2019,7,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,ciervo,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66083008,PCH,Chaco Semiárido,66,5.8,2.0647919732725,4.31053411959616,19.2566874974179,13,247.2,18.3098591549296,18.3098591549296,36.6197183098592,54.9295774647887,70.4225352112676,NA,NA,0,0,21,4200,-62.354502,-22.499088,-62.3545,-22.4990833333333,223,sin_pendiente,NA,I,2019,5,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
66083009,PCH,Chaco Semiárido,66,4.18095238095238,2.29196225427254,3.5470836722554,13.3432851287531,21,503,38.0281690140845,0,38.0281690140845,54.9295774647887,2.8169014084507,NA,NA,0,0,40,8000,-62.354082,-22.589386,-62.3540833333333,-22.5893888888889,231,sin_pendiente,NA,II,2019,5,llano,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
66083010,PCH,Chaco Semiárido,66,4.93846153846154,2.30796243031942,5.84585636754488,25.5297916629021,13,247.2,5.63380281690141,0,5.63380281690141,30.9859154929577,67.6056338028169,NA,NA,0,0,12,2400,-62.35366,-22.679682,-62.3536666666667,-22.6796944444444,229,sin_pendiente,NA,II,2019,4,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
66083011,PCH,Chaco Semiárido,66,6.95813953488372,6.38518247745274,10.1945284794778,26.3439342646148,41,703,78.8732394366197,0,78.8732394366197,28.169014084507,59.1549295774648,NA,NA,0,0,32,6400,-62.353236,-22.769978,-62.3532222222222,-22.7699722222222,221,sin_pendiente,NA,II,2019,4,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
66083012,PCH,Chaco Semiárido,66,4.55952380952381,3.35338856739371,6.10982829756368,14.5326193383087,21,415.1,21.1267605633803,19.7183098591549,39.4366197183099,67.6056338028169,0,NA,NA,0,0,48,9600,-62.352809,-22.860273,-62.3528055555556,-22.8602777777778,216,sin_pendiente,NA,I,2019,2,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,OTF,NA,SI
66083013,PCH,Chaco Semiárido,66,5.29310344827586,4.56394247136383,8.71564832076294,33.1102979543479,29,524.4,11.2676056338028,66.1971830985916,77.4647887323944,56.3380281690141,0,NA,NA,0,0,19,3800,-62.35238,-22.950566,-62.3523888888889,-22.9505555555556,219,sin_pendiente,NA,II,2019,2,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
